1	марку 79	марки 1	штемпель 1	две марки 1
50	повидлом 19	капустой 16	мясом 14	яблоками 6	малиной 4	изюмом 4	вареньем 4	творогом 3	грибами 3	повидлой 1	джемом 1	картошкой 1	сыром 1	грушей 1	свеклой 1	луком 1	клубникой 1	яблоком 1	лимоном 1	маком 1	морошкой 1	морковкой 1
51	ногу 48	руку 27	пальчик 3	шею 2	палец 2	себе руку 1	желудок 1	ключицу 1	лодыжку 1
52	соревнованиях 56	соревновании 9	забеге 3	олимпиаде 3	беге 2	состязаниях 2	спортакиаде 1	состязании 1	награждении 1	экспедиции 1	в следующем туре 1	турнире 1	дальнейших соревнованиях 1	спорте 1	финале 1	игре 1
53	музей 38	поход 8	лес 5	город 4	горы 4	зоопарк 4	кино 3	Москву 2	Суздаль 2	путешествие 1	Кремль 1	Англию 1	Питер 1	галерею 1	Нижний Новгород 1	деревню 1	Ленинград 1	театр 1	другой город 1	Пушкин 1	Карелию 1	иностранные государства 1	парк культуры 1	Париж 1	замок 1
54	ручку 12	ключи 11	папку 11	поднос 7	ключ 5	вазу 4	стакан 4	чашку 4	документ 2	кофе 2	чернильницу 2	документы 2	бумаги 2	карандаш 2	чайник 1	блокнот 1	телефон 1	стул 1	микрофон 1	журнал 1	чашку с кофе 1	пресс-папье 1	ложку 1	брошюру 1	тетрадь 1	калькулятор 1
55	ковер 63	ткань 4	пряжу 4	скатерть 3	ковры 2	холсты 2	половик 1	коврик 1	холст 1	дорожку 1	палантин 1	палас 1	на станке 1	полотно 1
56	урну 33	мусорное ведро 10	помойку 5	мусорный ящик 5	корзину 5	бак 4	мусор 4	ведро 3	мусорный бак 3	мусорку 3	ящик 2	мусорницу 2	окно 2	корзину мусорную 1	мусорную корзину 1	унитаз 1	мусорник 1	мусорную яму 1
57	ленту 42	бант 7	цветы 6	цветок 6	розу 3	косу 3	венок 3	ромашку 2	ленты 2	заколку 2	банты 1	бусы 1	косичку 1	ленточку 1	бантики 1	бантик 1
58	деньги 37	денег 13	соль 11	сто рублей 3	соли 2	три рубля 2	сахар 2	яйцо 1	сто грамм спирта 1	пистолет 1	ножницы 1	спички 1	муки 1	десять рублей 1	дуршлак 1	картошку 1	кастрюлю 1	чай 1
59	стул 66	диван 6	кресло 5	скамейку 3	стол 1	скамью 1	краешек стула 1	краешек 1	стульчик 1	табурет 1
60	ученика 57	учеников 10	ученицу 3	меня 2	студента 2	детей 1	директора 1	девочку 1	учащихся 1	школьницу 1	мальчика 1	Васю 1	учащегося 1
61	сок 62	компот 19	сироп 2	напиток 1	крюшон 1	чай 1
62	кофту 49	шаль 12	сплетню 2	кофточку 2	шапку 2	прическу 2	косу 2	вещи 1	вязаную вещь 1	вязаную кофту 1	вещь 1	шляпу 1	пряжу 1	жилетку 1	ленту 1	вышивку 1	юбку 1	одежду 1
63	пакет 44	стакан 23	стаканчик 3	мешок 2	поднос 2	кувшин 2	контейнер 2	ящик 1	кулек 1	флакон 1	графин 1	сосуд 1
64	ложку 67	миску 9	тарелку 3	кружку 2	чашку 1	плошку 1	кухню 1
65	носки 48	варежки 14	колготки 7	гольфы 4	чулки 4	носочки 3	перчатки 2	руковички 1	рейтузы 1	пальто 1	шарф 1
66	платок 46	плед 25	шарф 10	тулуп 2	кафтан 1	шаль 1	свитер 1
67	чашку 48	вазу 17	статуэтку 7	тарелку 4	миску 2	кружку 2	люстру 1	куклу 1	кастрюлю 1	посуду 1	конфетницу 1	чашу 1
68	иронией 20	улыбкой 16	усмешкой 15	обидой 12	грустью 4	досадой 4	ностальгией 2	ухмылкой 2	неохотой 1	радостью 1	успешкой 1	час 1	тоской 1
69	шерсти 75	пряжи 9	ткани 1
70	книгу 61	историю 5	повесть 4	книжку 4	статью 3	газету 3	литературу 1	брошюрку 1	сказку 1	пьесу 1
71	ящике 27	сундучке 13	сундуке 11	шкафу 10	ящичке 8	комоде 3	ларце 3	шкафчике 3	столе 2	пенале 1	дупле 1	доме 1	сейфе 1	секретере 1
72	игрушками 40	шарами 27	гирляндами 4	огнями 3	бусами 3	шариками 2	картинками 1	лампочками 1	флажками 1	конфети 1	фонариками 1	цветами 1	красками 1
73	скрипке 35	флейте 16	гитаре 12	виолончели 5	арфе 3	дудочке 3	балалайке 2	трубе 2	ложке 1	дудке 1	домре 1	рояли 1	скрипкой 1	валторне 1
74	учителя 39	преподавателя 17	сотрудника 13	педагога 10	специалиста 1	секретаря 1	химика 1	сотрудницу 1	тренера 1	историка 1	завуча 1
75	лесу 47	месте 17	городе 17	парке 2	здании 1
76	постель 62	кровать 17	ванну 2	постельку 2	ванную 1	кроватку 1
77	восторгом 23	восхищением 22	удивлением 9	удовольствием 6	уважением 4	сочувствием 3	сожалением 2	волнением 1	мнением 1	разочарованием 1	раздражением 1	возбуждением 1	недовольством 1	интересом 1	впечатлением 1	наслаждением 1	удовлетворением 1	пожеланием 1	чувством 1	откровением 1
78	цветы 54	растения 29	фиалки 2	цветочки 1
79	истории 59	анекдоты 23	рассказы 2	случаи 1	байки 1
80	кошку 55	кофту 4	собаку 4	кошечку 4	кофточку 3	юбку 3	белку 2	игрушку 1	шерсть кота 1	куклу 1	шапку 1	жаржетку 1	собачку 1	белочку 1	голову 1	юбочку 1
81	чемодан 18	жену 7	сына 3	портфель 3	бритву 3	планшет 3	пистолет 3	книги 2	кипятильник 2	вещмешок 2	оружие 2	рюкзак 2	документы 2	телефон 1	автомат 1	сумку 1	друзей 1	кружку 1	билет 1	бритвенный прибор 1	компот 1	книгу 1	книжку 1	документ 1	наган 1	сигарету 1	кофе 1	карту 1	ноутбук 1	бутылку водки 1	обед 1	несессер 1	водку 1	фен 1	запасные брюки 1	револьвер 1	ложку 1	талисман 1	бинокль 1	саквояж 1	электрическую бритву 1	папку 1	чемоданчик 1	бутерброд 1
82	чертеж 40	схему 9	эскиз 6	проект 4	деталь 3	план 3	дом 2	круг 2	диаграмму 1	план района 1	плакат 1	чертенка 1	чертежи 1	лампу 1	лестницу 1	диплом 1	на доске 1	картинку 1	ерунду 1	таблицу 1	линии 1	макет 1	квадрат 1	фигуры 1
83	кабинет 30	офис 17	стол 9	елку 7	комнату 7	приемную 4	зал 3	дверь 1	окно 1	помещение 1	гирляндами 1	свой стол 1	помещение цветами 1	салон 1
84	футбол 42	мяч 9	лапту 6	прятки 6	волейбол 5	снежки 4	хоккей 3	шахматы 1	города 1	домино 1	салочки 1	веселые игры 1	скакалку 1	игры 1	гонялки 1	гольф 1	классики 1
85	посетителя 15	стол 11	пол 11	скатерть 11	клиента 8	брюки 7	ковер 5	колени 3	костюм 2	салфетку 1	стул 1	свою рубашку 1	рубашку 1	мои колени 1	себя 1	посетителей 1	голову 1	пиджак 1	платье дамы 1	одежду 1
86	математике 59	физике 6	химии 5	алгебре 4	русскому 3	географии 2	литературе 2	арифметике 1	астрономии 1	русскому языку 1	геометрии 1
87	ошибку 24	ошибки 15	промахи 4	лень 3	оплошность 3	растрату 2	обман 2	недочеты 2	медлительность 2	работу 2	невнимательность 2	недосдачу 2	мягкотелость 1	несерьезность 1	огрехи 1	характер 1	нерешительность 1	халатность 1	промах 1	неторопливость 1	опечатки 1	несданный баланс 1	мысли 1	забывчивость 1	неправильное выполнение работы 1	неточность 1	плохое 1	воровство 1	невыполнение 1	спешку 1	отчет 1
88	полы 26	пол 21	окна 19	подъезд 4	дверь 2	лестницу 2	окно 1	зеркало 1	двери 1	тамбур 1	ступеньки 1	лестничный пролет 1	посуду 1	полы в коридоре 1	лестницы 1
89	Крыму 16	Сочи 9	Турции 8	горах 5	Египте 5	санатории 5	Греции 4	Италии 4	Испании 3	Ялте 3	Болгарии 2	Тайланде 2	пансионате 2	Канарах 1	на курорте 1	городе 1	теплых краях 1	Европе 1	море 1	Москве 1	Грузии 1	Геленджике 1	Подмосковье 1	Краснодаре 1	Пицунде 1	Англии 1	Гаграх 1	Франции 1	космосе 1	деревне 1	круизе 1
90	слона 40	жирафа 11	бегемота 6	льва 5	медведя 4	зебру 4	тигра 3	обезьяну 2	крокодила 2	носорога 1	Ельцина 1	фламинго 1	кошку 1	орангутанга 1	гуся 1	зверей 1	бородавочника 1	верблюда 1
91	овощи 14	молоко 12	мясо 12	картошку 8	капусту 6	яблоки 5	огурцы 2	помидоры 2	корову 2	творог 1	свою мясную продукцию 1	редьку 1	яйца 1	клубнику 1	теленка 1	морковь 1	мясо кур 1	сыр 1	картофель 1	курицу 1	апельсины 1	крольчатину 1	масло 1	фрукты 1	мед 1	продукцию 1	мяту 1	дыню 1	колбасу 1	телятину 1
92	природы 10	фонтана 7	картины 6	памятника 5	моря 4	пейзажа 4	неба 3	леса 3	музея 2	церкви 2	озера 2	слона 2	башни 2	сосны 2	реки 2	дерева 2	стены 1	пейзаж 1	замка 1	куста 1	Домского собора 1	пальмы 1	зимнего пейзажа 1	аптеки 1	дома 1	горы 1	океана 1	огромной горы 1	Кремля 1	гор 1	университета 1	здания 1	лесного массива 1	чистого неба 1	достопримечательностей 1	картин 1	ели 1	экспоната 1	лужайке 1	елки 1	собора 1	развалин 1	статуи 1
93	коррупции 21	халатности 5	растрате 4	лжи 4	воровстве 3	подлоге 3	взяточничестве 3	взяточнистве 3	взятке 3	предвзятости 2	мошенничестве 2	бездействии 2	взятках 2	краже 2	глупости 1	некомпетенции 1	растратах 1	хищениях 1	жульничестве 1	нечестности 1	использовании лишних средств 1	взятчестве 1	подлоге документов 1	некорректности 1	хищении 1	клевете 1	грязных делах 1	равнодушии 1	ошибке 1	некомпетентности 1	стяжательстве 1	махинации 1	нечистоплотности 1	недопустимом отношении к чему-то 1	нарушениях 1	жестокости 1	недопустимости 1	похищении денег 1	измене 1	приписках 1	надувательстве 1
94	ключи 20	зонтик 14	сумку 10	зонт 9	телефон 5	кошелек 4	деньги 4	портфель 2	шарф 2	проездной 2	очки 2	паспорт 2	ключ 1	сумочку 1	проездной билет 1	варежки 1	часы 1	кашне 1	перчатки 1	платок 1
95	командировки 51	отпуска 26	школы 3	РОНО 2	ГорОНО 1	РайОНО 1	класса 1
96	кофе 25	пиццу 13	обед 10	завтрак 4	яичницу 2	суп 2	пиво 2	ланч 2	пирожное 2	мороженое 2	чай 2	стол 1	круассаны 1	мороженное 1	пирожные 1	еду 1	чебуреки 1	сосиски 1	коньяк 1	борщ 1	компот 1	гамбургер 1	бульон 1	выпивку 1	винегрет 1	пончик 1	первое 1	харчо 1	рыбу 1	блинчики 1	бутерброд 1
97	шкатулке 57	сейфе 6	ларце 4	сундучке 2	комоде 2	шкафу 2	секретере 2	банке 1	сундуке 1	кубышке 1	тумбочке 1	бюро 1	чулках 1
98	велосипед 13	подарок 9	телефон 8	машину 7	компьютер 5	машинку 3	свитер 3	рюкзак 2	костюм 2	автомобиль 2	портфель 2	игрушку 2	книгу 2	плеер 1	вертолет 1	ноутбук 1	новую рубашку 1	сумку 1	альбом 1	принтер 1	кошелек 1	валенки 1	рогатку 1	ручку 1	самолет 1	шпагу 1	магнитофон 1	часы 1	цветы 1	собаку 1	мотоцикл 1	лошадку 1	тетрадь 1	очки 1	фотоаппарат 1
99	пейзаж 17	природу 9	море 8	лес 5	натюрморт 4	дерево 4	лошадь 3	медведя 2	девушку 2	собаку 2	человека 1	пингвина 1	зверя 1	окно 1	девочку 1	пейзажи 1	женщину 1	весну 1	живопись 1	реку 1	улицу 1	трех богатырей 1	облик Мадонны 1	речку 1	натурщицу 1	восход 1	цветы 1	небо 1	девятый вал 1	полумесяц 1	жену 1	лето 1	Мадонну 1	баталию 1	сестру 1	квадрат 1	замок 1	кошечку 1	елку 1
100	портфель 17	кошелек 14	чемодан 10	зонтик 8	телефон 6	зонт 6	рюкзак 3	счет 2	плащ 2	сверток 2	завтрак 2	багаж 2	ужин 1	чайник 1	портсигар 1	предмет 1	цветок 1	компьютер 1	пакет 1	ноутбук 1	кейс 1	чай 1	фотоаппарат 1
101	жестокостью 30	добротой 9	смелостью 4	мудростью 3	эрудицией 3	глупостью 2	злостью 2	жадностью 2	разорительностью 1	проницательностью 1	отвагой 1	привлекательностью 1	работоспособностью 1	храбростью 1	игрой 1	дерзостью 1	наглостью 1	строгостью 1	смекалкой 1	инициативой 1	славой 1	честностью 1	веселостью 1	красотой 1	сообразительностью 1	подготовкой 1	прямотой 1	хитростью 1	справедливостью 1	откровенностью 1
102	природой 41	картиной 21	местностью 12	панорамой 3	рекой 2	долиной 2	бухтой 1	картине 1	группой 1	окрестностями 1
103	туфли 14	сапоги 14	брюки 10	босоножки 10	колготки 5	джинсы 5	носки 3	сапожки 3	перчатки 3	штаны 3	кроссовки 2	чулки 2	гольфы 1	шорты 1	платье 1	трусы 1	рукавички 1	сережки 1	леггинсы 1	пальто 1	штиблеты 1	башмаки 1	ботинки 1
104	круг 20	шар 18	апельсин 10	цветок 9	шарик 4	букет 3	предмет 2	мяч 2	арбуз 1	лист 1	галстук 1	пейзаж 1	дом 1	берег 1	слон 1	домик 1	верблюд 1	портфель 1	листок 1	паровоз 1	закат 1	дуб 1	жилет 1	квадрат 1	рассвет 1
105	событием 36	экзаменом 24	свиданием 6	совещанием 4	собранием 3	мероприятием 2	делом 2	визитом 1	занятием 1	докладом 1	клиентом 1	зачетом 1	концертом 1	днем 1	выходом 1
106	кофту 18	шубу 12	шаль 9	шляпу 7	сумку 4	одежду 4	тетрадь 3	вещь 2	чашку 2	простынь 2	рубашку 2	книгу 2	юбку 2	скатерть 2	пижаму 1	жилетку 1	шляпку 1	картинку 1	ложку 1	косынку 1	обувь 1	гармошку 1	куртку 1	шапку 1	корзину 1	книжку 1
107	стол 25	компьютер 19	шкаф 7	телефон 5	стул 4	предмет 2	порядок 2	ноутбук 2	диван 2	кабинет 1	чайник 1	парк 1	принтер 1	телевизор 1	альбом 1	элемент порядка 1	журнал 1	холодильник 1	прибор 1	письменный стол 1	гардероб 1	гарнитур 1	интерьер 1	наряд 1
108	пирог 26	обед 10	завтрак 9	торт 7	бутерброд 7	пирожок 6	борщ 5	ужин 4	омлет 3	суп 3	кисель 2	арбуз 1	миндаль 1	салат 1
109	тропинке 50	дорожке 16	дороге 7	тропе 5	улице 3	лестнице 2	улочке 2
110	бумаги 19	глины 13	керамики 8	ткани 6	кожи 5	замши 5	пластмассы 4	фольги 3	шерсти 2	краски 2	парчи 1	картонки 1	материи 1	оригами 1	комнаты 1	фарфора 1	альбом 1	бронзы 1
111	подруге 12	помощнице 10	учительнице 9	руководительнице 8	секретарше 6	соседке 3	жене 3	студентке 3	начальнице 3	коллеге 3	напарнице 3	маме 3	сокурснице 2	однокурснице 2	спутнице 2	знакомой 2	преподавательнице 2	сотруднице 1	лаборантке 1	сестре 1	абитуриентке 1	научной руководительнице 1	ученице 1	наставнице 1	медсестре 1	ассистентке 1
112	происшествии 26	событии 26	путешествии 10	случае 4	прошлом 2	времени 2	приключении 2	эксперименте 1	посещении занятия 1	заседании 1	инциденте 1	семинаре 1	будущем 1	походе 1	заявлении 1	отпуске 1
113	чемодан 36	рюкзак 20	груз 14	портфель 7	мешок 3	саквояж 2	предмет 1	пакет 1	сундучок 1	баул 1
114	предмет 14	подарок 12	груз 5	гарнитур 4	сервиз 4	портрет 3	сувенир 3	документ 2	компьютер 2	экземпляр 2	портфель 2	магнитофон 2	антиквариат 2	клад 1	экспонат 1	девайс 1	кулон 1	артефакт 1	пылесос 1	пакет документов 1	кошелек 1	ковер 1	секретер 1	сундук 1	кейс 1	товар 1	ноутбук 1	сосуд 1	приз 1	антиквар 1
115	магазина 8	клуба 7	универмага 6	кинотеатра 4	театра 4	банка 4	парка 3	дома культуры 3	телеграфа 3	загса 3	университета 3	ателье 2	рынка 2	музея 2	отделения милиции 2	самоуправления 2	монумента 1	собора 1	полицейского 1	жэк 1	планетария 1	прихода 1	почтового отделения 1	отделения 1	почтамта 1	дома 1	Кремля 1	универсама 1	супермаркета 1	исполкома 1	кино 1	отделения почты 1	бара 1	муниципалитета 1	управдома 1	жэка 1	дурдома 1	УВД 1	кафе 1	детского сада 1	РУВД 1	управления 1
116	шубу 11	вещь 9	сумку 8	одежду 6	обувь 5	блузку 4	юбку 4	кофточку 3	кофту 3	куртку 3	посуду 3	шаль 2	шубку 2	сумочку 2	шапку 2	блузу 1	одежку 1	обновку 1	ягоду 1	кастрюлю 1	еду 1	футболку 1	шкатулку 1	игрушку 1	кровать 1	тунику 1	вещицу 1	мебель 1	бижутерию 1	вазу 1	обувку 1	рыбу 1	скатерть 1
117	местам 23	улицам 14	полям 6	паркам 6	лесам 3	достопримечательностям 3	улочкам 2	селам 2	бульварам 1	лугам 1	пейзажам 1	околицам 1	дворам 1	селениям 1	Елисейским полям 1	городам 1	деревням 1	местностям 1	горам 1	скверам 1
118	вечера 27	вечеринки 19	концерты 9	посиделки 6	мероприятия 4	чтения 3	встречи 2	слушанья 1	тренировки 1	лекции 1	танцы 1	театр 1	спектакли 1	дискотеки 1	занятия 1	песнопения 1	дни 1	тусовки 1	курсы 1	выставки 1	утренники 1	беседы 1
119	вещи 41	марки 10	предметы 10	часы 5	монеты 5	картины 3	изделия 3	статуэтки 2	тарелки 1	картинки 1	книги 1	произведения 1	шкатулки 1	книжки 1
